code,DESCRIPCION,STOCK,location_id,Parent_location_id,CATEGORIA,COD.PROV,PRECIO,PROVEEDOR,code_ok,Codigo Categoria,Almacén,,categoria,alamcen,unidades,
1 - 1  3  4,"CODO en LATÓN Ø 90 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-134,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  3  5,"CODO en LATÓN Ø 75 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-135,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  3  6,"CODO en LATÓN Ø 63 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-136,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  3  7,"CODO en LATÓN Ø 50 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-137,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  3  8,"CODO en LATÓN Ø 40 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-138,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  3  9,"CODO en LATÓN Ø 32 3/8"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-139,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  0,"CODO en LATÓN Ø 125 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-140,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  1,"CODO en LATÓN Ø 110 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-141,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  2,"CODO en LATÓN Ø 90 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-142,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  3,"CODO en LATÓN Ø 75 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-143,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  4,"CODO en LATÓN Ø 63 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-144,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  5,"CODO en LATÓN Ø 50 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-145,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  6,"CODO en LATÓN Ø 40 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-146,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  7,"CODO en LATÓN Ø 32 3"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-147,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  8,"CODO en LATÓN Ø 125 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-148,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  4  9,"CODO en LATÓN Ø 110 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-149,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  0,"CODO en LATÓN Ø 90 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-150,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  1,"CODO en LATÓN Ø 75 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-151,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  2,"CODO en LATÓN Ø 63 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-152,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  3,"CODO en LATÓN Ø 50 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-153,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  4,"CODO en LATÓN Ø 40 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-154,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  5,"CODO en LATÓN Ø 32 2 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-155,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  6,"CODO en LATÓN Ø 125 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-156,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  7,"CODO en LATÓN Ø 110 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-157,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  8,"CODO en LATÓN Ø 90 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-158,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  5  9,"CODO en LATÓN Ø 75 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-159,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  0,"CODO en LATÓN Ø 63 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-160,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  1,"CODO en LATÓN Ø 50 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-161,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  2,"CODO en LATÓN Ø 40 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-162,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  3,"CODO en LATÓN Ø 32 2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-163,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  4,"CODO en LATÓN Ø 125 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-164,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  5,"CODO en LATÓN Ø 110 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-165,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  6,"CODO en LATÓN Ø 90 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-166,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  7,"CODO en LATÓN Ø 75 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-167,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  8,"CODO en LATÓN Ø 63 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-168,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  6  9,"CODO en LATÓN Ø 50 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-169,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  0,"CODO en LATÓN Ø 40 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-170,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  1,"CODO en LATÓN Ø 32 1 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-171,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  2,"CODO en LATÓN Ø 125 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-172,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  3,"CODO en LATÓN Ø 110 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-173,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  4,"CODO en LATÓN Ø 90 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-174,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  5,"CODO en LATÓN Ø 75 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-175,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  6,"CODO en LATÓN Ø 63 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-176,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  7,"CODO en LATÓN Ø 50 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-177,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  8,"CODO en LATÓN Ø 40 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-178,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  7  9,"CODO en LATÓN Ø 32 1 1/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-179,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  0,"CODO en LATÓN Ø 125 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-180,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  1,"CODO en LATÓN Ø 110 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-181,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  2,"CODO en LATÓN Ø 90 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-182,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  3,"CODO en LATÓN Ø 75 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-183,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  4,"CODO en LATÓN Ø 63 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-184,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  5,"CODO en LATÓN Ø 50 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-185,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  6,"CODO en LATÓN Ø 40 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-186,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  7,"CODO en LATÓN Ø 32 1"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-187,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  8,"CODO en LATÓN Ø 125 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-188,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  8  9,"CODO en LATÓN Ø 110 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-189,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  0,"CODO en LATÓN Ø 90 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-190,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  1,"CODO en LATÓN Ø 75 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-191,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  2,"CODO en LATÓN Ø 63 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-192,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  3,"CODO en LATÓN Ø 50 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-193,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  4,"CODO en LATÓN Ø 40 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-194,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  5,"CODO en LATÓN Ø 32 3/4"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-195,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  6,"CODO en LATÓN Ø 125 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-196,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  7,"CODO en LATÓN Ø 110 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-197,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  8,"CODO en LATÓN Ø 90 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-198,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 1  9  9,"CODO en LATÓN Ø 75 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-199,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  0,"CODO en LATÓN Ø 63 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-200,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  1,"CODO en LATÓN Ø 50 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-201,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  2,"CODO en LATÓN Ø 40 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-202,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  3,"CODO en LATÓN Ø 32 1/2"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-203,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  4,"CODO en LATÓN Ø 125 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-204,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  5,"CODO en LATÓN Ø 110 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-205,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  6,"CODO en LATÓN Ø 90 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-206,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  7,"CODO en LATÓN Ø 75 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-207,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  8,"CODO en LATÓN Ø 63 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-208,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  0  9,"CODO en LATÓN Ø 50 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-209,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  0,"CODO en LATÓN Ø 40 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-210,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  1,"CODO en LATÓN Ø 32 3/8"" M - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-211,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  2,"MANGUITO en LATÓN Ø 125 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-212,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  3,"MANGUITO en LATÓN Ø 110 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-213,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  4,"MANGUITO en LATÓN Ø 90 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-214,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  5,"MANGUITO en LATÓN Ø 75 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-215,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  6,"MANGUITO en LATÓN Ø 63 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-216,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  7,"MANGUITO en LATÓN Ø 50 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-217,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  8,"MANGUITO en LATÓN Ø 40 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-218,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  1  9,"MANGUITO en LATÓN Ø 32 3"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-219,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  0,"MANGUITO en LATÓN Ø 125 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-220,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  1,"MANGUITO en LATÓN Ø 110 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-221,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  2,"MANGUITO en LATÓN Ø 90 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-222,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  3,"MANGUITO en LATÓN Ø 75 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-223,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  4,"MANGUITO en LATÓN Ø 63 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-224,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  5,"MANGUITO en LATÓN Ø 50 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-225,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  6,"MANGUITO en LATÓN Ø 40 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-226,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  7,"MANGUITO en LATÓN Ø 32 2 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-227,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  8,"MANGUITO en LATÓN Ø 125 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-228,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  2  9,"MANGUITO en LATÓN Ø 110 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-229,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  0,"MANGUITO en LATÓN Ø 90 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-230,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  1,"MANGUITO en LATÓN Ø 75 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-231,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  2,"MANGUITO en LATÓN Ø 63 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-232,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  3,"MANGUITO en LATÓN Ø 50 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-233,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  4,"MANGUITO en LATÓN Ø 40 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-234,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  5,"MANGUITO en LATÓN Ø 32 2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-235,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  6,"MANGUITO en LATÓN Ø 125 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-236,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  7,"MANGUITO en LATÓN Ø 110 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-237,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  8,"MANGUITO en LATÓN Ø 90 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-238,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  3  9,"MANGUITO en LATÓN Ø 75 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-239,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  0,"MANGUITO en LATÓN Ø 63 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-240,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  1,"MANGUITO en LATÓN Ø 50 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-241,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  2,"MANGUITO en LATÓN Ø 40 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-242,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  3,"MANGUITO en LATÓN Ø 32 1 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-243,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  4,"MANGUITO en LATÓN Ø 125 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-244,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  5,"MANGUITO en LATÓN Ø 110 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-245,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  6,"MANGUITO en LATÓN Ø 90 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-246,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  7,"MANGUITO en LATÓN Ø 75 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-247,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  8,"MANGUITO en LATÓN Ø 63 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-248,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  4  9,"MANGUITO en LATÓN Ø 50 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-249,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  0,"MANGUITO en LATÓN Ø 40 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-250,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  1,"MANGUITO en LATÓN Ø 32 1 1/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-251,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  2,"MANGUITO en LATÓN Ø 125 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-252,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  3,"MANGUITO en LATÓN Ø 110 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-253,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  4,"MANGUITO en LATÓN Ø 90 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-254,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  5,"MANGUITO en LATÓN Ø 75 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-255,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  6,"MANGUITO en LATÓN Ø 63 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-256,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  7,"MANGUITO en LATÓN Ø 50 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-257,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  8,"MANGUITO en LATÓN Ø 40 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-258,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  5  9,"MANGUITO en LATÓN Ø 32 1"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-259,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  0,"MANGUITO en LATÓN Ø 125 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-260,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  1,"MANGUITO en LATÓN Ø 110 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-261,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 12  6  2,"MANGUITO en LATÓN Ø 90 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-1262,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  3,"MANGUITO en LATÓN Ø 75 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-263,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  4,"MANGUITO en LATÓN Ø 63 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-264,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  5,"MANGUITO en LATÓN Ø 50 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-265,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  6,"MANGUITO en LATÓN Ø 40 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-266,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  7,"MANGUITO en LATÓN Ø 32 3/4"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-267,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  8,"MANGUITO en LATÓN Ø 125 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-268,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  6  9,"MANGUITO en LATÓN Ø 110 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-269,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  7  0,"MANGUITO en LATÓN Ø 90 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-270,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  7  1,"MANGUITO en LATÓN Ø 75 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-271,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  7  2,"MANGUITO en LATÓN Ø 63 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-272,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  7  3,"MANGUITO en LATÓN Ø 50 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-273,1,Fontanería,FONTANERIA,FONTANERIA,1,,
1 - 2  7  4,"MANGUITO en LATÓN Ø 40 1/2"" H - H",,1    -       -        -  ,FONTANERIA,FONTANERIA,,,,1-274,1,Fontanería,FONTANERIA,FONTANERIA,1,,
